method,fillPerc,confidence,leaves,treeSize,performanceValidation,performanceTraining
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_75.00_moda.arff -T ../data/validation2.csv.arff -C 0.3250 > ../output/exc2//tree_faltantes_75.00_moda_conf_0.325.out
moda,75.00,0.3250,793,1585,56.23,87.7407
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_75.00_moda.arff -T ../data/validation2.csv.arff -C 0.3500 > ../output/exc2//tree_faltantes_75.00_moda_conf_0.350.out
moda,75.00,0.3500,796,1591,56.3898,87.817
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_75.00_moda.arff -T ../data/validation2.csv.arff -C 0.3750 > ../output/exc2//tree_faltantes_75.00_moda_conf_0.375.out
moda,75.00,0.3750,802,1603,56.5495,87.9123
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_75.00_moda.arff -T ../data/validation2.csv.arff -C 0.4000 > ../output/exc2//tree_faltantes_75.00_moda_conf_0.400.out
moda,75.00,0.4000,809,1617,56.4696,88.0267
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_75.00_moda.arff -T ../data/validation2.csv.arff -C 0.4250 > ../output/exc2//tree_faltantes_75.00_moda_conf_0.425.out
moda,75.00,0.4250,810,1619,56.4696,88.0458
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_75.00_moda.arff -T ../data/validation2.csv.arff -C 0.4500 > ../output/exc2//tree_faltantes_75.00_moda_conf_0.450.out
moda,75.00,0.4500,811,1621,56.4696,88.0648
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_75.00_moda.arff -T ../data/validation2.csv.arff -C 0.4750 > ../output/exc2//tree_faltantes_75.00_moda_conf_0.475.out
moda,75.00,0.4750,813,1625,56.4696,88.0839
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_75.00_moda.arff -T ../data/validation2.csv.arff -C 0.5000 > ../output/exc2//tree_faltantes_75.00_moda_conf_0.500.out
moda,75.00,0.5000,815,1629,56.3898,88.122
# ./ind_faltantes.py ../data/training2.csv.arff 77.50  moda > ../output/exc2//dataset_faltantes_77.50_moda.arff
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_77.50_moda.arff -T ../data/validation2.csv.arff -C 0.0010 > ../output/exc2//tree_faltantes_77.50_moda_conf_0.001.out
moda,77.50,0.0010,39,77,51.5176,57.2736
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_77.50_moda.arff -T ../data/validation2.csv.arff -C 0.0250 > ../output/exc2//tree_faltantes_77.50_moda_conf_0.025.out
moda,77.50,0.0250,303,605,53.9936,73.1363
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_77.50_moda.arff -T ../data/validation2.csv.arff -C 0.0500 > ../output/exc2//tree_faltantes_77.50_moda_conf_0.050.out
moda,77.50,0.0500,413,825,54.6326,78.1697
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_77.50_moda.arff -T ../data/validation2.csv.arff -C 0.0750 > ../output/exc2//tree_faltantes_77.50_moda_conf_0.075.out
moda,77.50,0.0750,485,969,54.5527,80.6101
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_77.50_moda.arff -T ../data/validation2.csv.arff -C 0.1000 > ../output/exc2//tree_faltantes_77.50_moda_conf_0.100.out
moda,77.50,0.1000,524,1047,55.5911,81.6206
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_77.50_moda.arff -T ../data/validation2.csv.arff -C 0.1250 > ../output/exc2//tree_faltantes_77.50_moda_conf_0.125.out
moda,77.50,0.1250,618,1235,55.1118,84.2326
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_77.50_moda.arff -T ../data/validation2.csv.arff -C 0.1500 > ../output/exc2//tree_faltantes_77.50_moda_conf_0.150.out
moda,77.50,0.1500,647,1293,55.5112,84.9762
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_77.50_moda.arff -T ../data/validation2.csv.arff -C 0.1750 > ../output/exc2//tree_faltantes_77.50_moda_conf_0.175.out
moda,77.50,0.1750,675,1349,55.5112,85.5481
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_77.50_moda.arff -T ../data/validation2.csv.arff -C 0.2000 > ../output/exc2//tree_faltantes_77.50_moda_conf_0.200.out
moda,77.50,0.2000,723,1445,55.9105,86.6158
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_77.50_moda.arff -T ../data/validation2.csv.arff -C 0.2250 > ../output/exc2//tree_faltantes_77.50_moda_conf_0.225.out
moda,77.50,0.2250,749,1497,55.5911,87.0734
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_77.50_moda.arff -T ../data/validation2.csv.arff -C 0.2500 > ../output/exc2//tree_faltantes_77.50_moda_conf_0.250.out
moda,77.50,0.2500,769,1537,55.6709,87.4929
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_77.50_moda.arff -T ../data/validation2.csv.arff -C 0.2750 > ../output/exc2//tree_faltantes_77.50_moda_conf_0.275.out
moda,77.50,0.2750,775,1549,55.8307,87.6072
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_77.50_moda.arff -T ../data/validation2.csv.arff -C 0.3000 > ../output/exc2//tree_faltantes_77.50_moda_conf_0.300.out
moda,77.50,0.3000,783,1565,55.8307,87.7598
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_77.50_moda.arff -T ../data/validation2.csv.arff -C 0.3250 > ../output/exc2//tree_faltantes_77.50_moda_conf_0.325.out
moda,77.50,0.3250,786,1571,55.8307,87.7979
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_77.50_moda.arff -T ../data/validation2.csv.arff -C 0.3500 > ../output/exc2//tree_faltantes_77.50_moda_conf_0.350.out
moda,77.50,0.3500,788,1575,55.7508,87.817
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_77.50_moda.arff -T ../data/validation2.csv.arff -C 0.3750 > ../output/exc2//tree_faltantes_77.50_moda_conf_0.375.out
moda,77.50,0.3750,795,1589,55.7508,87.9123
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_77.50_moda.arff -T ../data/validation2.csv.arff -C 0.4000 > ../output/exc2//tree_faltantes_77.50_moda_conf_0.400.out
moda,77.50,0.4000,799,1597,55.8307,87.9886
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_77.50_moda.arff -T ../data/validation2.csv.arff -C 0.4250 > ../output/exc2//tree_faltantes_77.50_moda_conf_0.425.out
moda,77.50,0.4250,803,1605,55.6709,88.0458
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_77.50_moda.arff -T ../data/validation2.csv.arff -C 0.4500 > ../output/exc2//tree_faltantes_77.50_moda_conf_0.450.out
moda,77.50,0.4500,803,1605,55.6709,88.0458
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_77.50_moda.arff -T ../data/validation2.csv.arff -C 0.4750 > ../output/exc2//tree_faltantes_77.50_moda_conf_0.475.out
moda,77.50,0.4750,816,1631,55.5911,88.1983
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_77.50_moda.arff -T ../data/validation2.csv.arff -C 0.5000 > ../output/exc2//tree_faltantes_77.50_moda_conf_0.500.out
moda,77.50,0.5000,824,1647,55.5112,88.2936
# ./ind_faltantes.py ../data/training2.csv.arff 80.00  moda > ../output/exc2//dataset_faltantes_80.00_moda.arff
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_80.00_moda.arff -T ../data/validation2.csv.arff -C 0.0010 > ../output/exc2//tree_faltantes_80.00_moda_conf_0.001.out
moda,80.00,0.0010,39,77,50.7987,57.7121
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_80.00_moda.arff -T ../data/validation2.csv.arff -C 0.0250 > ../output/exc2//tree_faltantes_80.00_moda_conf_0.025.out
moda,80.00,0.0250,311,621,55.9105,73.0029
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_80.00_moda.arff -T ../data/validation2.csv.arff -C 0.0500 > ../output/exc2//tree_faltantes_80.00_moda_conf_0.050.out
moda,80.00,0.0500,462,923,56.3898,79.409
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_80.00_moda.arff -T ../data/validation2.csv.arff -C 0.0750 > ../output/exc2//tree_faltantes_80.00_moda_conf_0.075.out
moda,80.00,0.0750,534,1067,56.869,81.6587
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_80.00_moda.arff -T ../data/validation2.csv.arff -C 0.1000 > ../output/exc2//tree_faltantes_80.00_moda_conf_0.100.out
moda,80.00,0.1000,598,1195,56.9489,83.5081
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_80.00_moda.arff -T ../data/validation2.csv.arff -C 0.1250 > ../output/exc2//tree_faltantes_80.00_moda_conf_0.125.out
moda,80.00,0.1250,637,1273,56.3099,84.7855
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_80.00_moda.arff -T ../data/validation2.csv.arff -C 0.1500 > ../output/exc2//tree_faltantes_80.00_moda_conf_0.150.out
moda,80.00,0.1500,677,1353,57.1086,85.7579
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_80.00_moda.arff -T ../data/validation2.csv.arff -C 0.1750 > ../output/exc2//tree_faltantes_80.00_moda_conf_0.175.out
moda,80.00,0.1750,689,1377,57.1885,86.0248
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_80.00_moda.arff -T ../data/validation2.csv.arff -C 0.2000 > ../output/exc2//tree_faltantes_80.00_moda_conf_0.200.out
moda,80.00,0.2000,726,1451,57.2684,86.8827
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_80.00_moda.arff -T ../data/validation2.csv.arff -C 0.2250 > ../output/exc2//tree_faltantes_80.00_moda_conf_0.225.out
moda,80.00,0.2250,765,1529,57.6677,87.6072
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_80.00_moda.arff -T ../data/validation2.csv.arff -C 0.2500 > ../output/exc2//tree_faltantes_80.00_moda_conf_0.250.out
moda,80.00,0.2500,774,1547,57.6677,87.7979
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_80.00_moda.arff -T ../data/validation2.csv.arff -C 0.2750 > ../output/exc2//tree_faltantes_80.00_moda_conf_0.275.out
moda,80.00,0.2750,790,1579,57.6677,88.103
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_80.00_moda.arff -T ../data/validation2.csv.arff -C 0.3000 > ../output/exc2//tree_faltantes_80.00_moda_conf_0.300.out
moda,80.00,0.3000,796,1591,58.147,88.1983
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_80.00_moda.arff -T ../data/validation2.csv.arff -C 0.3250 > ../output/exc2//tree_faltantes_80.00_moda_conf_0.325.out
moda,80.00,0.3250,802,1603,58.147,88.2936
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_80.00_moda.arff -T ../data/validation2.csv.arff -C 0.3500 > ../output/exc2//tree_faltantes_80.00_moda_conf_0.350.out
moda,80.00,0.3500,803,1605,58.147,88.3127
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_80.00_moda.arff -T ../data/validation2.csv.arff -C 0.3750 > ../output/exc2//tree_faltantes_80.00_moda_conf_0.375.out
moda,80.00,0.3750,804,1607,58.147,88.3317
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_80.00_moda.arff -T ../data/validation2.csv.arff -C 0.4000 > ../output/exc2//tree_faltantes_80.00_moda_conf_0.400.out
moda,80.00,0.4000,805,1609,58.147,88.3508
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_80.00_moda.arff -T ../data/validation2.csv.arff -C 0.4250 > ../output/exc2//tree_faltantes_80.00_moda_conf_0.425.out
moda,80.00,0.4250,808,1615,58.147,88.3889
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_80.00_moda.arff -T ../data/validation2.csv.arff -C 0.4500 > ../output/exc2//tree_faltantes_80.00_moda_conf_0.450.out
moda,80.00,0.4500,812,1623,57.9872,88.4461
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_80.00_moda.arff -T ../data/validation2.csv.arff -C 0.4750 > ../output/exc2//tree_faltantes_80.00_moda_conf_0.475.out
moda,80.00,0.4750,815,1629,57.9872,88.4843
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_80.00_moda.arff -T ../data/validation2.csv.arff -C 0.5000 > ../output/exc2//tree_faltantes_80.00_moda_conf_0.500.out
moda,80.00,0.5000,815,1629,57.9872,88.4843
# ./ind_faltantes.py ../data/training2.csv.arff 82.50  moda > ../output/exc2//dataset_faltantes_82.50_moda.arff
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_82.50_moda.arff -T ../data/validation2.csv.arff -C 0.0010 > ../output/exc2//tree_faltantes_82.50_moda_conf_0.001.out
moda,82.50,0.0010,53,105,50.3994,58.4938
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_82.50_moda.arff -T ../data/validation2.csv.arff -C 0.0250 > ../output/exc2//tree_faltantes_82.50_moda_conf_0.025.out
moda,82.50,0.0250,280,559,52.9553,71.5157
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_82.50_moda.arff -T ../data/validation2.csv.arff -C 0.0500 > ../output/exc2//tree_faltantes_82.50_moda_conf_0.050.out
moda,82.50,0.0500,456,911,54.4728,79.142
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_82.50_moda.arff -T ../data/validation2.csv.arff -C 0.0750 > ../output/exc2//tree_faltantes_82.50_moda_conf_0.075.out
moda,82.50,0.0750,528,1055,53.8339,81.4681
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_82.50_moda.arff -T ../data/validation2.csv.arff -C 0.1000 > ../output/exc2//tree_faltantes_82.50_moda_conf_0.100.out
moda,82.50,0.1000,597,1193,55.2716,83.7178
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_82.50_moda.arff -T ../data/validation2.csv.arff -C 0.1250 > ../output/exc2//tree_faltantes_82.50_moda_conf_0.125.out
moda,82.50,0.1250,627,1253,55.5112,84.4805
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_82.50_moda.arff -T ../data/validation2.csv.arff -C 0.1500 > ../output/exc2//tree_faltantes_82.50_moda_conf_0.150.out
moda,82.50,0.1500,678,1355,55.8307,85.6244
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_82.50_moda.arff -T ../data/validation2.csv.arff -C 0.1750 > ../output/exc2//tree_faltantes_82.50_moda_conf_0.175.out
moda,82.50,0.1750,695,1389,55.8307,85.9485
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_82.50_moda.arff -T ../data/validation2.csv.arff -C 0.2000 > ../output/exc2//tree_faltantes_82.50_moda_conf_0.200.out
moda,82.50,0.2000,733,1465,55.8307,86.7112
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_82.50_moda.arff -T ../data/validation2.csv.arff -C 0.2250 > ../output/exc2//tree_faltantes_82.50_moda_conf_0.225.out
moda,82.50,0.2250,772,1543,55.6709,87.5119
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_82.50_moda.arff -T ../data/validation2.csv.arff -C 0.2500 > ../output/exc2//tree_faltantes_82.50_moda_conf_0.250.out
moda,82.50,0.2500,788,1575,55.5911,87.817
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_82.50_moda.arff -T ../data/validation2.csv.arff -C 0.2750 > ../output/exc2//tree_faltantes_82.50_moda_conf_0.275.out
moda,82.50,0.2750,799,1597,55.4313,88.0458
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_82.50_moda.arff -T ../data/validation2.csv.arff -C 0.3000 > ../output/exc2//tree_faltantes_82.50_moda_conf_0.300.out
moda,82.50,0.3000,806,1611,55.7508,88.1602
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_82.50_moda.arff -T ../data/validation2.csv.arff -C 0.3250 > ../output/exc2//tree_faltantes_82.50_moda_conf_0.325.out
moda,82.50,0.3250,807,1613,55.7508,88.1792
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_82.50_moda.arff -T ../data/validation2.csv.arff -C 0.3500 > ../output/exc2//tree_faltantes_82.50_moda_conf_0.350.out
moda,82.50,0.3500,810,1619,55.7508,88.2173
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_82.50_moda.arff -T ../data/validation2.csv.arff -C 0.3750 > ../output/exc2//tree_faltantes_82.50_moda_conf_0.375.out
moda,82.50,0.3750,813,1625,55.7508,88.2936
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_82.50_moda.arff -T ../data/validation2.csv.arff -C 0.4000 > ../output/exc2//tree_faltantes_82.50_moda_conf_0.400.out
moda,82.50,0.4000,818,1635,55.8307,88.3508
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_82.50_moda.arff -T ../data/validation2.csv.arff -C 0.4250 > ../output/exc2//tree_faltantes_82.50_moda_conf_0.425.out
moda,82.50,0.4250,822,1643,55.9105,88.3889
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_82.50_moda.arff -T ../data/validation2.csv.arff -C 0.4500 > ../output/exc2//tree_faltantes_82.50_moda_conf_0.450.out
moda,82.50,0.4500,822,1643,55.9105,88.3889
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_82.50_moda.arff -T ../data/validation2.csv.arff -C 0.4750 > ../output/exc2//tree_faltantes_82.50_moda_conf_0.475.out
moda,82.50,0.4750,822,1643,55.9105,88.3889
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_82.50_moda.arff -T ../data/validation2.csv.arff -C 0.5000 > ../output/exc2//tree_faltantes_82.50_moda_conf_0.500.out
moda,82.50,0.5000,822,1643,55.9105,88.3889
# ./ind_faltantes.py ../data/training2.csv.arff 85.00  moda > ../output/exc2//dataset_faltantes_85.00_moda.arff
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_85.00_moda.arff -T ../data/validation2.csv.arff -C 0.0010 > ../output/exc2//tree_faltantes_85.00_moda_conf_0.001.out
moda,85.00,0.0010,41,81,50.9585,58.0744
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_85.00_moda.arff -T ../data/validation2.csv.arff -C 0.0250 > ../output/exc2//tree_faltantes_85.00_moda_conf_0.025.out
moda,85.00,0.0250,313,625,54.0735,73.2698
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_85.00_moda.arff -T ../data/validation2.csv.arff -C 0.0500 > ../output/exc2//tree_faltantes_85.00_moda_conf_0.050.out
moda,85.00,0.0500,478,955,54.0735,80.3241
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_85.00_moda.arff -T ../data/validation2.csv.arff -C 0.0750 > ../output/exc2//tree_faltantes_85.00_moda_conf_0.075.out
moda,85.00,0.0750,529,1057,53.9936,81.9256
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_85.00_moda.arff -T ../data/validation2.csv.arff -C 0.1000 > ../output/exc2//tree_faltantes_85.00_moda_conf_0.100.out
moda,85.00,0.1000,584,1167,53.754,83.47
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_85.00_moda.arff -T ../data/validation2.csv.arff -C 0.1250 > ../output/exc2//tree_faltantes_85.00_moda_conf_0.125.out
moda,85.00,0.1250,618,1235,53.754,84.3661
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_85.00_moda.arff -T ../data/validation2.csv.arff -C 0.1500 > ../output/exc2//tree_faltantes_85.00_moda_conf_0.150.out
moda,85.00,0.1500,663,1325,53.6741,85.5481
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_85.00_moda.arff -T ../data/validation2.csv.arff -C 0.1750 > ../output/exc2//tree_faltantes_85.00_moda_conf_0.175.out
moda,85.00,0.1750,702,1403,53.4345,86.3489
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_85.00_moda.arff -T ../data/validation2.csv.arff -C 0.2000 > ../output/exc2//tree_faltantes_85.00_moda_conf_0.200.out
moda,85.00,0.2000,759,1517,53.754,87.6072
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_85.00_moda.arff -T ../data/validation2.csv.arff -C 0.2250 > ../output/exc2//tree_faltantes_85.00_moda_conf_0.225.out
moda,85.00,0.2250,777,1553,53.754,87.9695
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_85.00_moda.arff -T ../data/validation2.csv.arff -C 0.2500 > ../output/exc2//tree_faltantes_85.00_moda_conf_0.250.out
moda,85.00,0.2500,791,1581,53.5144,88.2936
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_85.00_moda.arff -T ../data/validation2.csv.arff -C 0.2750 > ../output/exc2//tree_faltantes_85.00_moda_conf_0.275.out
moda,85.00,0.2750,811,1621,53.5942,88.694
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_85.00_moda.arff -T ../data/validation2.csv.arff -C 0.3000 > ../output/exc2//tree_faltantes_85.00_moda_conf_0.300.out
moda,85.00,0.3000,813,1625,53.5144,88.7321
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_85.00_moda.arff -T ../data/validation2.csv.arff -C 0.3250 > ../output/exc2//tree_faltantes_85.00_moda_conf_0.325.out
moda,85.00,0.3250,821,1641,53.3546,88.8656
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_85.00_moda.arff -T ../data/validation2.csv.arff -C 0.3500 > ../output/exc2//tree_faltantes_85.00_moda_conf_0.350.out
moda,85.00,0.3500,824,1647,53.4345,88.9228
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_85.00_moda.arff -T ../data/validation2.csv.arff -C 0.3750 > ../output/exc2//tree_faltantes_85.00_moda_conf_0.375.out
moda,85.00,0.3750,825,1649,53.5144,88.9418
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_85.00_moda.arff -T ../data/validation2.csv.arff -C 0.4000 > ../output/exc2//tree_faltantes_85.00_moda_conf_0.400.out
moda,85.00,0.4000,830,1659,53.5942,89.0562
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_85.00_moda.arff -T ../data/validation2.csv.arff -C 0.4250 > ../output/exc2//tree_faltantes_85.00_moda_conf_0.425.out
moda,85.00,0.4250,830,1659,53.5942,89.0562
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_85.00_moda.arff -T ../data/validation2.csv.arff -C 0.4500 > ../output/exc2//tree_faltantes_85.00_moda_conf_0.450.out
moda,85.00,0.4500,832,1663,53.5942,89.0753
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_85.00_moda.arff -T ../data/validation2.csv.arff -C 0.4750 > ../output/exc2//tree_faltantes_85.00_moda_conf_0.475.out
moda,85.00,0.4750,835,1669,53.5144,89.1134
